ID,Curso,Descricao,Competencias provaveis
816,Introdução à Auditoria de Obras Públicas,"O curso é uma iniciativa do Instituto Rui Barbosa - IRB, com o apoio do ISC/TCU, e desenvolvido pela Escola de Contas e Gestão do TCE-RJ, em parceria com TCE-PR, TCE-RN, TCE-RJ, TCE-RS e TCMGO. Tem como objetivo capacitar servidores de tribunais de contas na compreensão das etapas da Auditoria de Obras Públicas a partir das NBASP.",['design instrucional']
818,Técnica Legislativa,O curso busca apresenta os conceitos e técnicas básicas para a elaboração e a redação de leis que sejam exequíveis e eficazes.,"['gestão de processos', 'metodologias ativas', 'design instrucional']"
642,Termo de Compromisso: Atos Preparatórios,"Você sabia que a caracterização dos usuários no Transferegov.br se divide em atores centrais do processo de transferências de recursos? Temos o repassador e o recebedor. E são eles os responsáveis por alimentar o sistema com informações e realizar a gestão dos recursos transferidos entre a União e os estados, Distrito Federal e municípios. Bom, neste curso, esperamos que você consiga operar a gestão de recursos no Transferegov.br com excelência. Quer saber como? Se inscreva e fique por dentro de todos os detalhes!",[]
792,Papéis de Trabalho em Auditoria Interna Governamental,"O curso tem por objetivo apresentar aspectos teóricos e normativos sobre elaboração e gestão de papéis de trabalho, incluindo a exposição de modelos e de exemplos práticos, de forma a prover conhecimento e ferramentas apropriadas para a condução de trabalhos sistemáticos e disciplinados, que reforcem a independência e a objetividade como atributos essenciais da atividade de auditoria interna.",['metodologias ativas']
791,Procedimentos de Protocolo,"O curso foi desenvolvido com foco na necessidade de padronizar e adequar os procedimentos para realizar as atividades de protocolo nos órgãos e entidades do Poder Executivo federal, levando em consideração as mudanças, sobretudo tecnológicas e informacionais, que aconteceram devido ao desenvolvimento dessas atividades.","['gestão de projetos', 'gestão de processos', 'planejamento estratégico', 'metodologias ativas']"
790,Reuniões produtivas,"O curso foi desenvolvido com foco na necessidade de desenvolver conceitos, procedimentos e ferramentas a serem aplicados para melhorar a produtividade de reuniões.","['gestão de projetos', 'gestão de processos', 'metodologias ativas', 'formação continuada']"
524,Abordagem Lean aplicada à Transformação Digital na Administração Pública,"O que acha de otimizar os processos do seu ambiente de trabalho? Neste curso, você conhecerá a abordagem Lean, método que teve origem nas linhas de produção da Toyota e se transformou em uma filosofia de gestão. Você compreenderá como reduzir desperdícios e focar na melhoria contínua dos processos. Você e sua equipe terão benefícios em nível operacional, estratégico e administrativo. Inscreva-se!",['metodologias ativas']
757,BIM - Fluxos de Trabalho,"O curso se refere à um conjunto, em expansão, de tecnologias, processos e políticas que permitem que vários envolvidos possam, colaborativamente, criar, utilizar e atualizar modelos tridimensionais e digitais de qualquer tipo de construção, sejam edificações, instalações ou infraestrutura. Trata-se de um novo paradigma, ainda não inteiramente difundido no país cuja utilização exige mudanças.",['gestão de projetos']
756,BIM - Implantação,"Modelagem da Informação da Construção ou Building Information Modeling (BIM) se refere à um conjunto, em expansão, de tecnologias, processos e políticas que permitem que vários envolvidos possam, colaborativamente, criar, utilizar e atualizar modelos tridimensionais e digitais de qualquer tipo de construção, sejam edificações, instalações ou infraestrutura.",['gestão de projetos']
784,Resiliência Climática na Infraestrutura de Transportes,"O curso propõe o aprofundamento do tema, voltado a disseminar o conhecimento por meio de capacitação sobre a adaptação e riscos climáticos, com o objetivo de prover insumos e informações que permitam ampliar os conhecimentos acerca da gestão do risco associado à mudança do clima em todos os modos de transporte.",[]
785,Elaboração do Plano de Contingência para Riscos de Desastres,"O curso possui foco na necessidade de conhecer os aspectos relacionados à contextualização e à conceituação de um Plancon e os passos de sua elaboração para desenvolver competências, habilidades e atitudes necessárias para o fortalecimento da cultura de gestão de riscos de desastres, e capacitar agentes de proteção e defesa civil dos municípios brasileiros na elaboração de um Plano de Contingência.",[]
787,Gestão de projetos,"O destina-se a todos que tenham interesse em aprender os conceitos básicos da gestão de projetos, de modo a determinar os melhores caminhos para alcançar seus objetivos e de suas organizações","['gestão de projetos', 'planejamento estratégico', 'metodologias ativas', 'design instrucional']"
777,Proteção e Defesa Civil: Gestão de Risco - Curso 3,"O curso foi desenvolvido com o intuito de apresentar etapas da Gestão de Riscos de Desastres (GRD), sendo que a GRD ocorre principalmente no período de normalidade, ou seja, quando ainda não há a ocorrência de um desastre; englobando as ações de prevenção, mitigação e preparação.",[]
534,Internet das coisas (IoT) aplicada para resolução de desafios,"Se você gosta de ficar por dentro das novidades do universo da tecnologia, venha aprender mais sobre tecnologias emergentes como Big Data e Inteligência Artificial aliadas à Internet das Coisas. Neste curso, você conhecerá o histórico da Internet das Coisas e os conceitos-chave que permitirão compreender seu contexto de aplicação.",[]
788,Papel do cidadão,"O curso foi desenvolvido com foco na necessidade de desenvolver conhecimentos básicos sobre cidadania, participação política e social, proporcionando uma melhor compreensão do papel de cada um na sociedade.","['responsabilidade social', 'atendimento ao cidadão', 'participação social']"
782,S2ID - M3 - Usuário Federal - Solicitação de Recursos para Obras de Reconstrução,"Destina-se a usuários do S2ID, especificamente da esfera federal (Analista Core, Coordenador-Geral CGRR, Diretor DOP e Secretário), servidores públicos de qualquer esfera e Poder, bem como cidadãos em geral. Curso aberto, qualquer pessoa pode se inscrever.",[]
783,S2ID - M4 - Todos - Plano de Contingência,"Neste curso você vai aprender a utilizá-lo e entender como ocorre o processo de elaboração de um plano de contingência usando o sistema como ferramenta. Existem muitos modelos de Plancon e o propósito deste curso é orientar como ocorre a elaboração do plano com auxílio do S2ID, independentemente do modelo mais adequado à realidade do seu município ou localidade conforme os respectivos cenários de risco.",['metodologias ativas']
764,Análise de dados: uma leitura crítica das informações,"Você sabe como ler dados que circulam nas mídias e compreender para que servem? Para tratar sobre o tema este curso busca aprimorar um olhar crítico sobre o tema análise de dados e sobre outras áreas de atuação relacionadas, de modo que seja possível estabelecer o vínculo com as mídias informativas e fazer uma leitura crítica de interpretação de dados.",[]
